"","ACRES","LATITUDE","LONGITUDE","DOY","ppt","tmean","vpdmax","vpdmin","PDSI","Developed","Forests","Shrub","grass","Pasture","Wetlands","NDVI","EVI","Elevation","US_L4CODE"
"1",7.25981961036319,33.752,-85.627,31,115.185997009277,7.97300052642822,7.76300001144409,0.418000012636185,-3.26,1.579682631,87.998352253,2.668624852,1.294909912,2.681162016,0.139699824,0.5616,0.2149,420,"45d"
"2",6.75576892198425,30.356,-84.599,43,105.496002197266,14.0520009994507,9.91600036621094,0.40200001001358,-4.89,2.426836694,42.436508224,0.574918508,0.197012573,0.007164094,54.29845614,0.6508,0.3178,38,"75a"
"3",6.9985096422506,28.546,-81.795,48,22.3589992523193,18.4740009307861,15.28600025177,0.717999994754791,-4.02,24.63139791,1.236138233,0.537451405,0.419212096,13.31804583,25.72063276,0.4525,0.2151,30,"75c"
"4",7.57660976697304,37.145,-113.28,143,0,21.5910015106201,37.3950004577637,12.8959999084473,-2.41,8.685916956,0.965499946,67.54200552,13.93078494,0.709346899,0.257944327,0.19,0.1215,1237,"20h"
"5",8.88516409509682,38.776,-119.478,143,7.53970003128052,9.60500049591064,15.8680000305176,2.79500007629395,-3.06,0.757643603,1.617381025,56.15160037,41.04529742,0,0.012537837,0.3583,0.2244,2248,"13x"
"6",6.84481547920826,28.006,-81.472,143,90.7579956054688,25.878002166748,28.6299991607666,0.998000025749207,-2.59,1.943817407,10.742054535,11.72560823,1.166290444,25.41294923,42.39850944,0.7937,0.5183,18,"75d"
"7",9.97506375102535,46.622,-85.413,144,22.2831001281738,11.8540000915527,14.21399974823,0.492000013589859,-2.43,5.127286408,25.457281573,1.486948888,31.6648453,0.02687257,31.22950967,0.5924,0.2659,210,"50x"
"8",8.40065937516029,41.302,-112.477,145,20.4388999938965,11.3620004653931,18.2929992675781,3.8840000629425,-2.74,0.007163709,2.684599817,36.52775042,40.09706825,0.046564106,0.548023712,0.2848,0.196,1587,"13d"
"9",8.58876938990546,33.053,-116.45,145,0,19.443000793457,35.0989990234375,3.78500008583069,-1.47,2.71519146,0.437009707,29.98352258,64.23863596,0,0,0.2158,0.1423,1101,"81b"
"10",8.68355472863146,38.458,-108.997,146,0,15.2810010910034,26.9890003204346,5.93800020217896,-3.37,0.012538062,62.675980659,11.19648934,24.02650905,0.499731327,0.465699445,0.4028,0.2038,2163,"20c"
"11",7.74109909003537,29.822,-82.247,146,191.276489257812,24.2960014343262,25.8719997406006,0.635999977588654,-5.03,1.814761734,46.130419207,8.960945898,10.56968828,7.878896453,24.59871014,0.6758,0.3954,46,"75d"
"12",7.39449310721904,31.776,-111.607,151,11.5164995193481,21.5710010528564,42.560001373291,10.1099996566772,-2.57,0.003581918,40.903718028,42.43319722,16.27623755,0,0.368937603,0.449,0.2488,1721,"79b"
"13",7.50052948539529,40.173,-111.93,152,2.52670001983643,15.4510011672974,24.9150009155273,4.36800003051758,-1.84,1.183760454,0.6053117,28.9815362,42.52046061,0.173713713,1.090635577,0.2342,0.1514,1420,"13c"
"14",7.53689712956617,36.167,-118.473,153,0,14.3400011062622,19.5820007324219,2.21499991416931,-1.79,0.017909913,57.963642873,33.28199158,8.671979941,0,0.064475687,0.6124,0.3486,1952,"5m"
"15",7.00488198971286,38.873,-119.604,153,8.02799987792969,15.5950002670288,27.0919990539551,4.80900001525879,-2.99,0.107461403,2.690117133,68.99917613,28.11906724,0,0.084178099,0.2114,0.1133,1891,"13x"
"16",8.63105744756528,38.134,-114.051,153,0,18.8380012512207,32.5830001831055,10.9940004348755,-2.97,0,47.64088418,20.06233655,32.28424032,0,0.01253896,0.27,0.1748,2337,"13d"
"17",7.87131120332341,34.086,-103.573,154,20.8409996032715,26.2190017700195,47.9580001831055,5.60300016403198,-3.74,0.888347602,0,76.18297095,19.46305119,0,0,0.1796,0.1188,1282,"25i"
"18",7.63143166457691,38.245,-111.497,155,3.39199995994568,16.0900001525879,29.3490009307861,7.18699979782104,-2.67,0.85243553,75.945558743,9.876432665,11.58846705,0.008954155,0.107449857,0.5136,0.2537,2700,"19e"
"19",8.76966250811227,42.54,-115.052,155,4.34999990463257,18.492000579834,32.5410003662109,6.15500020980835,-1.52,0.100290125,0,0.055517748,99.84419213,0,0,0.1942,0.1025,1278,"80a"
"20",9.05567289196404,42.177,-105.368,156,17.1709995269775,18.5420017242432,32.9160003662109,5.98400020599365,-4.35,0.025073878,33.38945106,4.912689173,61.56353542,0.007163965,0.060893705,0.4835,0.1944,2002,"21c"
"21",7.21229446850034,40.922,-108.342,156,0.0689999982714653,18.7770004272461,34.2649993896484,8.32299995422363,-3.43,0.361728417,0.213097434,88.00028652,11.37474706,0,0,0.1571,0.1063,2142,"18e"
"22",7.19743535409659,37.978,-111.544,156,0,17.9409999847412,31.0030002593994,9.27999973297119,-2.63,0.850675167,84.132669508,8.623159855,5.564311043,0,0.096708335,0.5113,0.2691,2699,"19e"
"23",10.5436294477722,33.445,-105.743,156,14.6999998092651,19.992000579834,31.1879997253418,7.95499992370605,-4.18,0.195183096,56.980929358,15.49288208,27.09642761,0,0,0.59,0.2855,2390,"23f"
"24",8.73889570493404,43.139,-115.543,156,2.80900001525879,17.5650005340576,30.8449993133545,3.70199990272522,1.86,0.042991491,0.016121809,16.2955665,83.07926556,0.562472011,0,0.2244,0.1056,1062,"12h"
"25",6.61204103483309,27.858,-81.323,156,381.713012695312,26.1080017089844,20.1070003509521,0.802999973297119,-2.24,1.721327625,8.726647441,17.97632055,2.527360332,23.01492056,24.24188146,0.4344,0.2053,18,"75d"
"26",7.434847875212,44.093,-104.354,157,28.7189998626709,18.8080005645752,30.8980007171631,3.38100004196167,-2.94,0.09492594,9.96901474,10.05140329,66.89950388,10.91827414,0.685974245,0.5867,0.2728,1553,"17a"
"27",7.34729970074316,38.489,-112.017,157,0,14.1700010299683,24.0729999542236,6.64900016784668,-2.94,2.537698342,60.16332963,30.86965866,5.779218453,0,0.064472223,0.5237,0.2633,2825,"19e"
"28",7.14834574390007,46.53,-107.769,157,20.0919990539551,19.0500011444092,30.2509994506836,2.74000000953674,1.13,0.041200917,27.86615076,43.52787332,26.71252508,0.967325881,0.044783606,0.3615,0.1638,1028,"43p"
"29",6.98007594056176,43.261,-116.109,159,5.96700000762939,17.0180015563965,30.128999710083,3.36700010299683,-0.93,1.146193384,0,29.16703978,69.67423035,0,0,0.2107,0.1199,1007,"12h"
"30",7.02286808608264,29.577,-94.545,160,86.447998046875,27.923002243042,20.0330009460449,2.77699995040894,-4.78,1.858982395,0,0,0.001790927,0.182674571,64.31577628,0.5856,0.3622,2,"34g"
"31",7.83557924666997,42.294,-104.77,161,14.9930000305176,22.7070007324219,41.140998840332,5.20900011062622,-4.26,2.185479104,9.709259624,6.509861527,73.0451606,0,0.302742597,0.1989,0.0909,1427,"25f"
"32",11.4160730966042,40.658,-105.357,161,14.4040002822876,18.7950000762939,32.8779983520508,5.19399976730347,-3.48,1.699802973,31.694429523,8.907397457,56.63442594,0.134336378,0.929607738,0.5989,0.2663,2215,"21c"
"33",7.94979721616185,33.254,-111.068,162,0,29.3710021972656,57.3110008239746,19.4249992370605,-2.57,1.137788927,1.67891059,77.6545422,19.44275219,0,0.068088156,0.2273,0.1534,1177,"23h"
"34",9.36323311807933,39.614,-114.585,164,0,15.4980010986328,27.7019996643066,7.9980001449585,-2.89,0.494295897,51.671830504,23.52920107,24.25452657,0.001790927,0.048355033,0.3207,0.2108,2304,"13q"
"35",7.35372233039963,28.569,-80.896,54,62.0270004272461,18.9220008850098,14.206000328064,0.926999986171722,-2.16,1.676968557,3.153274209,0.451491535,1.365224402,0.100331452,91.42166084,0.5265,0.2185,4,"75d"
"36",7.14124512235049,36.422,-102.206,56,4.76599979400635,2.75800013542175,9.24300003051758,0.666999995708466,-3.03,1.218026797,0,4.521028874,72.49050656,0,0.078813499,0.1633,0.0874,1161,"25e"
"37",8.43359416753992,43.603,-100.837,56,23.0440006256104,-2.08700013160706,5.61499977111816,0.437000006437302,-1.95,0.549863877,1.431078951,0.517624301,95.10674882,0.54090844,0.677031093,0.2073,0.1353,667,"43f"
"38",7.47363710849621,36.212,-96.169,57,44.0880012512207,6.7310004234314,9.01700019836426,1.0789999961853,-4.2,6.248768693,73.061699654,1.792782305,13.28378257,1.096086684,0.100295514,0.414,0.1845,258,"29a"
"39",6.61338421837956,35.221,-84.171,57,81.4769973754883,6.00600051879883,8.57600021362305,0.356000006198883,-1.25,2.523235615,94.654465361,0.526494869,0.68408517,1.574112211,0.030443581,0.5199,0.172,966,"66g"
"40",7.9665866976384,37.785,-92.803,62,120.369003295898,14.6550006866455,16.1630001068115,1.39100003242493,-1.87,2.538926018,81.279676053,0.60561538,1.23452366,14.14058161,0.041210514,0.4686,0.2362,274,"39e"
"41",6.41999492814714,37.46,-90.47,62,83.8109970092773,14.53600025177,16.076000213623,1.10099995136261,-1.71,1.19471959,89.378280108,0.139712336,0.343907288,7.397589067,0.635870247,0.483,0.2103,187,"39f"
"42",8.31385226739821,35.805,-95.95,63,154.787994384766,15.94700050354,14.1750001907349,1.50100004673004,-3.66,5.052657974,73.7337011,1.121220805,7.277188709,12.19014185,0,0.3776,0.1448,268,"29a"
"43",7.22983877815125,35.74,-96.435,64,158.97200012207,15.3170003890991,14.9119997024536,1.13900005817413,-4.44,3.524544657,52.764296076,1.710335441,31.68687429,10.10978384,0.005372781,0.3775,0.1707,265,"29a"
"44",7.37211802833779,34.965,-95.036,64,187.095001220703,16.1990013122559,15.7089996337891,1.33000004291534,-2.86,3.930631696,51.409939442,1.838116737,4.68486868,36.45239887,0.818732309,0.4378,0.2024,400,"37a"
"45",6.35088571671474,34.761,-89.061,66,129.253005981445,16.4680004119873,16.9409999847412,0.921999990940094,-2.87,5.482542525,58.0340197,5.013428827,3.237242614,10.10922113,6.112802149,0.5994,0.2505,146,"65e"
"46",6.32435896238131,34.116,-78.284,68,107.337997436523,16.2480010986328,17.6359996795654,0.144999995827675,-4.24,0.505068596,8.231543504,2.172511373,2.195794677,0.016119211,86.82881398,0.7279,0.3749,21,"63c"
"47",7.4079243225596,42.789,-97.875,70,12.3149995803833,10.488000869751,15.8540000915527,0.878000020980835,-2.3,1.45457151,25.918959584,0.066279736,54.39058469,0.021496131,7.627543709,0.3175,0.2012,469,"47k"
"48",8.0643219609108,48.586,-109.53,73,24.1620006561279,3.86900019645691,9.89099979400635,0.91100001335144,0.52,1.449535038,0,16.52183261,42.57046102,0.487359123,6.47363423,0.1794,0.107,784,"42j"
"49",6.87935580446044,33.826,-80.789,73,84.2720031738281,17.5400009155273,18.5440006256104,0.574000000953674,-4.21,3.923465549,24.798452117,0.919058368,5.277867355,1.0570067,59.40198502,0.6336,0.3284,30,"65p"
"50",7.60638738977265,33.284,-109.957,76,12.956000328064,9.08500003814697,18.5909996032715,3.63000011444092,-2.8,0.001790991,0,69.26300707,30.73520193,0,0,0.1736,0.0782,1561,"79e"
"51",6.71295620067707,46.804,-93.459,77,29.007999420166,4.4040002822876,7.71000003814697,0.556999981403351,-4,1.391774737,10.865515511,0,0.003582432,4.886436913,82.70043706,0.3271,0.1515,377,"50o"
"52",7.15929190479756,48.914,-96.805,81,32.5690002441406,1.67900013923645,5.17999982833862,0.331000000238419,-2.48,2.939753856,14.152379927,0.256175991,0.257967432,22.51661561,13.40176636,0.3098,0.1177,282,"48b"
"53",7.25488481007734,44.61,-103.006,86,3.55900001525879,7.28700017929077,16.4619998931885,1.16700005531311,-2.94,0.001791312,0,2.635020152,93.31482311,0.446036722,0.121809225,0.1885,0.107,802,"43k"
"54",8.14206328310415,39.45,-105.191,86,2.84200000762939,4.35700035095215,13.1110000610352,2.37199997901917,-0.85,1.065563495,71.124124721,14.50957216,12.45007969,0.186249754,0.664410179,0.4925,0.2255,2286,"21c"
