FIRE_ID,Open_Water,Developed,Barren,Deciduous,Evergreen,Mixed,Shrub,grass,Pasture,Crops,Wetlands
OK3574109645020120304,0.198792915,3.524544657,0,52.74280495,0,0.021491126,1.710335441,31.68687429,10.10978384,0,0.005372781
OK3496809505120120304,0.741696227,3.930631696,0.123616038,19.51341861,8.133576982,23.76294385,1.838116737,4.68486868,36.45239887,0,0.818732309
MS3475108905520120306,1.09042077,5.482542525,0.016114593,28.12891674,19.87108326,10.0340197,5.013428827,3.237242614,10.10922113,10.9042077,6.112802149
NC3410107825120120308,0.037611491,0.505068596,0.012537164,0.037611491,8.177812802,0.016119211,2.172511373,2.195794677,0.016119211,0,86.82881398
NE4268309789120120310,8.419317856,1.45457151,0.028661508,25.47649756,0.318859272,0.123602752,0.066279736,54.39058469,0.021496131,2.072585268,7.627543709
MT4858910949320120313,1.519413736,1.449535038,0.005375284,0,0,0,16.52183261,42.57046102,0.487359123,30.97238896,6.47363423
SC3382208078720120313,0.118241427,3.923465549,0.001791537,0.462216489,21.79762801,2.538607618,0.919058368,5.277867355,1.0570067,4.502131929,59.40198502
AZ3328910997820120316,0,0.001790991,0,0,0,0,69.26300707,30.73520193,0,0,0
MN4680409347520120317,0.059110124,1.391774737,0,10.79207566,0,0.073439851,0,0.003582432,4.886436913,0.093143226,82.70043706
MN4891109679920120321,0.338582254,2.939753856,0.050160334,10.4530553,0.659250103,3.040074524,0.256175991,0.257967432,22.51661561,46.08659823,13.40176636
SD4461210303320120326,0.265114196,0.001791312,3.215405284,0,0,0,2.635020152,93.31482311,0.446036722,0,0.121809225
CO3943610521720120326,0,1.065563495,0,9.738713086,56.73454038,4.650871255,14.50957216,12.45007969,0.186249754,0,0.664410179
FL2996108535820120326,1.596230674,6.739640624,0.655690715,0.193482506,7.918450707,0,0.644941687,2.314624053,0.008957523,0,79.92798151
MO3680909113820120327,0.023284138,2.539762144,0,79.54757129,8.536323255,4.606677174,0.454936237,1.527797679,2.763648087,0,0
MT4765110995820120329,0.139694821,2.093631349,0,0,0,0,10.55770471,50.21491511,1.233970915,35.56128663,0.198796475
MT4839710981420120330,0.041197965,0.583936376,0,0,0,0,10.74550405,55.5957584,1.800171957,30.61904421,0.614387046
MN4712909591820120401,2.511059768,3.145093404,0.014328444,1.362993212,0.003582111,0.053731664,0,1.590457256,2.563000376,57.6236276,31.13212616
FL2615908147820120404,0.007165249,2.529332736,0.077026422,0.252575011,3.871025526,0.582176444,0,0.539184953,0.087774295,0.089565607,91.96417376
FL3054908246520120405,0.055524708,0.807794953,0,0.021493436,2.833551253,0,0.087764862,2.874747004,0,0,93.31912378
MN4704809595220120406,2.033030021,2.323206993,0.010747295,1.026366698,0,0.010747295,0,3.474958802,0.512287741,70.28551981,20.32313534
VA3763008006320120407,0,1.995664714,0,80.8280038,0.580426721,12.6690672,1.975958869,1.904301249,0.023288726,0,0.023288726
VA3775808021320120407,0.075213553,4.016761877,0.008953994,77.19775792,0.90793503,14.43025734,1.183718057,1.008219767,1.164019269,0,0.007163196
VA3787807965420120407,0,2.373361037,0.003582432,73.64404958,1.443719997,21.03603926,1.053234936,0.406606004,0.039406749,0,0
MN4773109640120120408,0.202392893,2.58633042,0.120002866,0.198810718,0.008955438,0.032239576,0,0.134331566,6.997779051,72.36531022,17.35384726
MN4659409492420120408,0.39580908,3.08050506,0.050147757,6.81651294,2.065012985,1.396973225,1.508014686,0.904450613,11.07549028,2.220829229,70.48625414
NJ3983707462620120408,2.095422308,2.86732574,0.669818755,13.07579339,19.43369869,15.90371803,0.607135182,0.582061752,0.134321943,2.7724049,41.85829931
VA3850907865220120408,1.671054753,7.749897014,0,52.92389805,1.936130962,16.85920513,0.637615747,3.286586786,13.05500331,1.871652965,0.008955277
WV3892507868820120408,0.026862464,3.085601719,0,72.16690544,1.674426934,17.67908309,1.513252149,0.75752149,3.096346705,0,0
FL2695408110920120402,8.296317524,5.28191718,0.030448488,0,0.519415389,0.012537613,0.777331996,0.383292735,18.26013756,0.836437885,65.60216363
NY4088207283820120409,0.961727887,20.26075899,0.338485234,25.8985977,27.47819546,5.096978706,0.610706163,2.145530741,4.251661085,1.323495173,11.63386285
PA4020807575920120409,0.51757795,8.576750184,0.007163709,66.44877053,0.098500994,5.698730233,1.473933055,0.351021724,9.749807475,4.611637445,2.466106703
TX3179610058220120411,0.00179112,0.927799968,0,3.809711451,4.750049256,0.523006932,27.53129982,61.75064033,0,0.67704322,0.028657914
WA4827511828120120411,0.60367219,2.321540528,0,0.146887595,47.49126735,0.001791312,25.01388267,16.13076579,0.046574116,0,8.243618451
VA3795507978320120411,0,3.003707618,0.064480307,67.47147642,2.597123462,22.51437374,3.086099121,0.564202683,0.698536655,0,0
MS3113308915020120411,0.026873533,9.079671068,0.010749413,0.451475357,44.80713761,2.013723418,19.72875647,10.32660301,0.30277514,0.003583138,13.24865184
MN4873909641620120421,0.123558484,2.23837834,0,5.943342167,0,0.044767567,0.633908746,0.042976864,10.32519161,11.14712413,69.5007521
NM3516710814920120423,0.028664588,0,0,0.066286861,85.81282024,0,13.52789423,0.544627181,0,0,0.019706905
OR4222111786120120423,0,0.010747295,0,0,0,0,20.28551981,76.87182059,0,0,2.831912302
TX3060110420720120424,0,0.001790703,0,8.516581907,57.28636917,0.641071556,9.920492801,23.63369386,0,0,0
TX3069610431620120424,0,0.001790799,0,12.17205996,18.66370588,0.118192726,34.97430204,34.0699486,0,0,0
SD4333210306420120424,0.130744708,0,0.007164094,0,0,0,0,99.81373357,0,0,0.048357632
MI4456608410320120425,1.423838094,5.518044237,0,17.30634906,50.62595146,6.563983165,8.501835766,8.498253783,0.214918958,0.025073878,1.32175159
NV3671011405820120426,0,0.003582368,0,0.082394454,3.980010389,0.082394454,87.24498021,8.606638127,0,0,0
FL2633208064020120505,0.763208342,0.320690829,0,0,0,0,0,0.550011645,0,0.077037462,98.28905172
FL2865808074720120506,14.66831479,2.457856362,0.016122964,0.007165762,5.168305835,0.772110854,0.050160334,1.424195195,0.014331524,0,75.42143638
AZ3133311041620120508,0.007165634,0.983483215,0,0,4.052165813,0,78.20393393,8.699079216,0,0,0
AZ3423111078220120510,0,1.873276263,0,0,58.23990831,0,39.81517963,0.071635804,0,0,0
NV3742311500220120510,0,0.005374418,0.023289144,0,1.126836259,0,22.9021856,75.94231458,0,0,0
AZ3354410988520120511,0.066295175,0,0,0,79.38578416,0,18.51427138,2.026482235,0,0,0.007167046
FL2854308064720120511,3.089294029,11.63186361,0.157598768,0.00358179,6.302159819,0.356388123,0.70023998,0.974246929,0.655467603,0,76.12915935
AZ3393111147420120512,0,0.24895671,0.223881934,0.001791055,36.79902567,0,28.14464564,34.39542923,0.139702327,0,0.046567442
CO3740210724320120513,0,0,0,6.270372891,49.86567325,15.99921195,3.395780349,24.44388724,0.007164094,0,0.017910234
MT4531410617720120513,0,1.122710262,0.017906065,0,17.29188676,0,25.88321665,49.64993643,0.302612495,1.939226816,3.792504521
AZ3421511233820120513,0,0.030441945,0,0,17.90702672,0,8.842489793,73.22004154,0,0,0
NV3991811733920120514,0,0.128939828,0,0,0,0,6.271489971,93.5995702,0,0,0
NV3992311735620120514,0,0.046561605,0,0,0,0,8.576289398,91.377149,0,0,0
FL2641408080620120514,0.111025554,0,0.005372204,0,0,0,0,0.356356213,0,3.964686711,95.56255932
NM3326710859220120509,0,0.005372685,0,0.60532254,15.11336366,0.068054013,28.34270568,55.86518142,0,0,0
NV3992811765320120516,0,0,0,0,0,0,7.420342808,92.57965719,0,0,0
UT4025411222220120517,0,1.203567719,0.008955117,0.00537307,6.436938066,0,62.91506967,29.43009636,0,0,0
TX3401709930720120517,0.186266433,1.928932192,0,0,0,0,19.07798116,52.10445248,0.10567038,26.59311531,0.003582047
LA3108909255720120519,0.510459951,4.219802264,1.413168076,0.483593638,83.25512251,0.522997564,0.435234274,1.337942399,0.055523714,0,7.76615561
TX3119609768720111013,0.223881934,1.556427203,0.574928806,4.674654774,9.75587914,0.265076209,17.60786632,63.41769205,0,0,1.923593574
MN4828309604620111024,8.371393262,1.871652965,0.522988197,0.361793205,0,0.008955277,0,0.046567442,1.722995361,23.13327244,63.96038185
FL2616008100120111026,0.308105687,1.065830721,0,0,8.103896104,3.070309001,0.044782803,0,0,0,87.40707568
MO3747209133720111101,0,2.641996095,0,84.31281234,5.803435491,3.095165595,0.317039531,1.243081553,2.586469398,0,0
TN3617008450920111112,0,0.510423383,0,85.59352389,0.625044774,10.75291926,2.118704778,0.338491296,0.057310696,0,0.003581918
VA3798307892020111113,0.220331393,5.62651142,0,75.56471115,0.755933721,7.408866995,1.137483206,0.161218092,8.422749664,0.610837438,0.091356919
FL2963608198220111114,4.94643305,16.59321366,0.596581748,0.892185317,38.20810491,0.012540757,7.88992798,2.194632556,11.57870221,0,17.08767781
AR3341409246120111013,0.044774783,4.832094564,0.005372974,0.719978508,61.6692039,0.096713531,3.386764574,3.87212322,0.650129847,0.055520731,24.66732336
NV3947511985120111118,0.234636671,38.19562609,0.010746718,0,2.294424245,0.034031273,30.13737888,27.92892837,0.179111963,0.016120077,0.968995719
NV3951511964820111123,0.021488432,8.778024497,0.037604756,0,0,0,35.78182079,55.38106153,0,0,0
MN4720209633320111201,0.014327417,2.184931139,0,0.702043448,0,0.02507298,0,0.044773179,2.940702402,69.77810412,24.31004531
TX2974909411120111217,7.003528632,1.185763671,0.327786634,0,0.003582368,0,0.03761486,1.393540991,9.846137312,0.195239033,80.0068065
OK3633509654820111231,8.074367287,2.464580609,0.028657914,59.49382959,0.825706149,1.325428525,1.674696853,17.09623686,2.842506851,5.253353872,0.920635489
TX2967809420020120102,14.44613594,0.06805767,0.69490463,0,0,0,0.010745948,0.207754992,0.080594609,0,84.49180621
MT4861511299420120104,0.270444532,1.153419064,2.265644589,0,0,0,2.716982484,45.941541,3.347422717,25.17820683,19.12633879
MT4853111296320120104,2.662822556,1.042207618,0.107444084,0,0,0,1.099511129,68.23594721,0.315169314,19.79657253,6.740325556
FL3027608500120120108,0.325960419,3.820184472,0,0.166562192,56.33921375,0,3.485269096,1.011910092,0.687740664,0.102086505,34.0610728
NV3932611980920120119,0.676970468,11.02673854,0.01253649,0,1.627952791,0,47.36644161,36.26090227,0.639360997,0,2.389096835
FL2751208127720120120,0.800788248,2.001074884,0.080616267,0.179147259,3.934073809,1.750268721,9.355069867,1.23074167,61.66965245,0.109279828,18.88928699
TX3547410177720120121,0.223897974,0.071647352,0.171953644,0.272259937,0.010747103,0,76.19158502,8.782174139,0.005373551,0,14.27036128
NM3329610850520110711,0,0.00179128,0,0.01433024,93.51198366,0,5.929136961,0.542757855,0,0,0
NM3436110411620110711,0,0.007164607,0,0,0,0,58.65842737,41.33440802,0,0,0
OK3415009503420110711,4.638086028,3.964757709,0.012535368,14.09512553,31.53182193,14.13094087,16.54668529,11.96769457,2.938648329,0,0.17370438
TX3242110032020110711,0.03762362,6.498136735,0.053748029,0.679016769,0.732764799,0.317113373,65.48659882,24.85488032,0.003583202,1.229038269,0.107496058
TX3398209921920110711,2.58670106,0.431713958,0.001791344,0,0.010748065,0.016122098,18.72671253,66.52694182,0,11.29621668,0.403052451
AR3473409297020110712,0.010746333,6.857951391,0.032238998,16.88607096,39.33336915,9.574982537,13.74276861,12.23469991,1.327172103,0,0
TX3321609834620110712,0.526579739,2.100945694,0,25.52299756,0.925992263,0,12.72567703,57.56376272,0.008955438,0.54090844,0.084181115
TX3216410133120110712,0.238189047,0.333106487,0,0.6930764,0.041190587,0.127153551,53.37583724,44.03452846,0,0.761130413,0.395787815
NM3434710522620110713,0,0.005371627,0,0,0,0,61.96350875,38.03111963,0,0,0
TX3094010424220110713,0,0.023284972,0,2.032957191,3.433637829,0,66.10603618,28.40408383,0,0,0
OK3436309706120110714,1.864789338,1.889868157,0.994196045,22.89337919,5.091000287,6.078030954,0.80968759,54.00365434,6.226712525,0,0.148681571
CA4180512136320110715,0.003582175,0.820318097,0.051941539,0,0.025075226,0,46.54499212,47.98144433,1.017337727,3.555308783,0
NV4047011630920110715,0,0,0,0,0,0,4.949040821,95.05095918,0,0,0
TX3271509932520110715,0.103873775,1.251858087,0,1.305585902,1.414832459,0.085964504,60.82705016,34.69025915,0.01253649,0.306248545,0.001790927
UT4083411277420110716,0,0.001791055,0,0.03940322,0.723586409,0.003582111,16.45979976,82.77183744,0,0,0
ID4542211415020110717,0.467540843,0.019704786,0.010748065,0,49.14732015,0,31.22850387,18.87718544,0,0,0.248996847
AZ3472511155020110718,0.026863426,1.402270855,0,0,88.55797127,0,8.700168344,0.347433647,0,0,0.965292453
AZ3537911193420110718,0,0.134346004,0,0,78.95962455,0,10.73514133,10.17088812,0,0,0
ID4319711613820110718,0,0.112834474,0.048357632,0,0,0,21.05168894,78.78711896,0,0,0
UT3985611196320110718,0,0.044777991,0,0.09492934,9.521591947,0.066271426,58.82036861,31.44847844,0,0,0.003582239
WY4370110410520110718,0,0.531895842,0,0,5.00734267,0.005372685,2.267273183,92.18811562,0,0,0
ID4645711532920110805,0,0.003581726,0,0,96.46662727,0,1.097799029,2.387220402,0,0,0.044771575
OK3482609806320110805,0.297261967,3.572515803,0,22.24092545,0.023279552,0.007162939,4.784843221,63.22368068,0.630338628,5.069570045,0.150421718
OK3498009524220110805,0.105676058,0.850781824,0.010746718,13.73609643,24.52221884,54.23152012,4.280775913,2.262184091,0,0,0
OK3632609622320110805,0.223905995,2.631343257,0,17.10641804,0,0,1.590628191,76.40389059,2.029483941,0,0.014329984
TX3146909831620110805,0.270478442,2.695828183,0.003582496,2.473713436,7.315456679,0.18449854,62.68113995,18.20803554,1.166102424,4.565891056,0.435273255
UT3811111315820110805,0,0.795228628,0,0,2.453745993,0,16.42756076,80.31271828,0.010746333,0,0
CA3393811708020110806,0.003581662,6.076289398,1.199856734,0,0.03760745,0.044770774,34.6472063,47.7023639,0.551575931,8.339899713,1.396848138
MT4620711367720110806,0.014328957,0.19344092,0.09851158,0,76.43603016,0,9.514427469,13.57668679,0,0,0.166574125
NM3212110468320110806,0,0.00716435,0,0.017910875,57.36136982,0,29.07472417,13.53883078,0,0,0
NM3225810312720110806,0,0.800501433,0.050143266,0,0,0,90.66797994,8.436604585,0,0,0.044770774
NV4061311862120110806,0,0,0,0,0,0,1.354013683,98.64598632,0,0,0
OK3469409849320110806,0.171941325,2.63643365,0,4.427489119,0.528361363,0.071642219,6.229290921,85.8864829,0.023283721,0,0.025074777
OK3533409868020110806,0.059109065,3.745365312,0,2.376900894,0.120009314,0.261512834,0.214942055,46.57973455,1.033513049,45.55875978,0.050153146
OR4289811760220110806,0.085958346,2.677244319,0.030443581,0,0.146845508,0,10.39737827,72.28380581,2.358482119,9.946096954,2.073745098
OR4306511751920110806,0,0,21.26489295,0,0,0,2.223416644,76.51169041,0,0,0
TX3039410392420110806,0,0.222110769,0,0,0.010747295,0,36.44228702,63.32485491,0,0,0
UT4021411190120110806,0.012538062,1.146337095,0.005373455,0.170159413,14.15905427,0.023284972,30.56958624,53.81515314,0,0,0.098513344
CO3925110844620110807,0,0.005373359,0,0.062689187,57.07223585,0,33.13750425,9.713241747,0,0,0.008955598
NM3234910450720110807,0,0.03403615,0.001791376,0,0,0,41.36467048,58.599502,0,0,0
NM3322210500120110807,0.00716435,0.001791088,0,0,0,0,16.58188852,83.40915604,0,0,0
NV4149211725420110807,0,0,0,0,0,0,46.05286722,53.94713278,0,0,0
OK3677809663120110807,0.306297915,0.485419503,0,1.004872107,0,0,0,90.96152468,4.569391703,0,2.672494089
TX3014210426520110807,0,0.021491126,0,0,0,0,59.21521572,40.76329316,0,0,0
TX3117910439120110807,0.008957363,0,0,0,0.136151917,0,73.11537083,26.73951989,0,0,0
TX3347509801620110807,0.643081057,2.310792656,0,10.86968204,0.007165249,0,7.634572324,77.9632781,0.103896104,0.431706225,0.035826243
WA4603011885720110807,0.005373359,2.240690656,0,0,0,0,1.395282191,78.25043435,0.04836023,18.05985922,0
NM3304910510820110808,0.005372108,0.001790703,0,0,0.007162811,0,20.05407922,79.93159516,0,0,0
ID4224811280920110809,0,1.49018484,0,0.501504514,0.202392893,0.00716435,56.11119072,11.64565124,0,29.9487749,0.093136553
NM3241610542920110809,0,0,0.059111183,0,0,0,63.00893833,36.93195049,0,0,0
OK3503109988520110809,0.205964001,1.287722755,0.080594609,0.014327931,0.028655861,0.487149637,94.31360258,3.291842035,0,0.152234262,0.137906331
NM3437710409320110810,0,0.003581854,0,0,0,0,46.35814961,53.63826853,0,0,0
TX2923110333020110810,0,0.616089978,0,0.003581918,0,0,85.30876137,13.90679848,0,0,0.16476825
TX3123409768020110810,0.374350708,0.462117141,0.118216013,6.277986745,15.9125918,0.897367007,12.75479133,60.8866201,0.528389755,0,1.787569407
TX3449810079420110810,0.019707964,1.325808474,0,0.068082057,2.947236406,0.514198692,70.65484189,17.6870017,0,6.743706889,0.039415928
SD4343610385020110811,0.014331524,0.017914405,0,0.008957202,33.32079325,0,6.823596854,59.81440676,0,0,0
TX3218910070620110811,0.041201655,0.035827526,0,0.030453397,0.042993032,0.044784408,84.2305143,14.7555667,0.003582753,0.813284847,0.001791376
FL3011508234720110812,1.298468702,6.119817319,0.030446852,0.35461628,34.70224769,0.032237844,15.90579386,8.086325781,0.868630787,0,32.60141488
ID4457811525020110812,0.102093819,0,0.012537837,0,60.46103419,0,22.03435367,17.38818936,0,0,0
MT4608711387620110812,0,0,0.008954796,0,45.01576044,0,46.76552762,8.199011391,0,0,0.010745755
TX3249409854420110812,1.033346467,1.898348795,0.005372685,3.723270891,52.0434113,0.130735342,13.54633046,27.05147032,0.40832408,0.127153551,0.032236112
MT4786611371620110813,0.084163026,0.001790703,1.874865697,0.046558269,69.3055655,0.010744216,19.45061242,9.220328057,0,0,0.003581405
ID4266311590220110814,0,0,0,0,0,0,4.835676547,95.16432345,0,0,0
NV4170211501320110814,0,0,0,0,0.014326391,0,50.4754571,49.48514532,0,0,0.025071184
ID4283111240020110815,0.017913442,13.50315277,0.053740327,2.873316136,3.444754944,0.014330754,62.99978504,11.44131556,1.040770995,4.56255374,0.048366294
ID4297611532920110815,1.42414417,4.362001326,0.007165505,0,0,0,30.29575623,43.13096752,3.559464737,17.06106802,0.159432492
ID4307411529820110815,0,0.388617275,0,0,0,0,1.468507674,98.13392074,0,0,0.008954315
ID4317211595820110815,0,0.677055347,0,0,0,0,8.413039584,90.90990507,0,0,0
ID4336611612920110815,0,0.141480712,0,0,0,0,8.370643648,84.70038325,0,6.787492389,0
ID4346111623420110815,0.057324042,3.027425971,0.005374129,0,0,0,9.367106748,82.68097379,0.089568816,4.766852373,0.005374129
TX3282709409820110913,0.583821344,3.6802235,0.012536041,3.463529075,27.2820072,9.042067372,5.607192106,10.88665628,6.454270313,0,32.98769677
TX3361209797020110913,0.662773618,3.774227063,0.00716512,3.933650987,0,0,5.547594311,79.60806793,1.84322717,4.351019238,0.272274567
CA3776611974120110913,0,1.061962751,0.017908309,0,77.35136103,0.008954155,14.31948424,7.199140401,0,0,0.041189112
AR3445509378920110914,0.039401809,2.962299633,0.087758574,38.05319244,14.81149816,35.46162801,1.07638578,1.25369392,6.24339572,0,0.010745948
TX3349809810120110914,0.510505669,2.629552009,0.214949755,11.10394612,0.01791248,0,14.32281871,67.9527827,0.257939707,2.93585541,0.053737439
OR4224511849220110915,0,0.372612948,0.073447745,0,0,0,68.35297911,31.20096019,0,0,0
OR4264611760220110915,0,0,0,0,0,0,0.128949065,99.87105093,0,0,0
FL2710308092320110921,16.01088884,1.119329477,0,0,0.001790927,0,0.028654835,0.044773179,31.89999463,0.091337285,50.80323083
TX3417609996420110921,0.010746333,0.001791055,0,0.050149553,5.973169989,0.062686941,68.48637902,24.97985063,0,0.435226479,0
TX3419909991520110921,0.413800516,0,0.096732588,0.044783606,10.29485526,0.70399828,79.16308398,7.16179421,0.01253941,1.081971912,1.026440241
WY4225910726320110921,0,0,0,1.061924716,35.66312095,0.214892017,55.48332796,7.300956269,0,0,0.275778088
OR4444312138020110922,0.044769972,2.533980409,0,0,0.180870686,0,77.50398453,12.17564155,1.846313641,3.653229706,2.061209506
TX2945310297920110922,0,0.003581598,0,0,0.58917283,0,78.74858975,20.65865583,0,0,0
CA4024312331620110923,0,5.758346468,1.139131681,0.890170512,67.69057172,4.151740937,16.47979653,3.841882791,0,0,0.048359364
NV4115411482620110924,0,0,0,0,3.647857309,0,33.763722,62.58842069,0,0,0
WY4333510557820110924,0.012538287,0.032241308,0,0,0,0,24.978058,74.8679002,0,0,0.109262211
NV3823411935020110925,0,0.9924047,0,0.064488392,19.9609487,0.014330754,41.35139008,18.53503869,0,0,19.08139868
FL2912508148520110928,17.68109193,0.019703375,0,0.034033102,18.51400731,0.025077022,0.415562084,0.225693201,0.021494591,0,63.06333739
NV3883611939320110930,0.001791216,2.51128466,0,0.023285806,13.9553629,0.093143226,61.90621194,7.062764204,0.497958014,12.91108404,1.037113993
NV4051411664320110930,0,0.005370954,0,0,0.073403036,0,71.03802635,28.88319966,0,0,0
NV4078711636620110930,0,0,0,0,0,0,5.58003726,94.41996274,0,0,0
NV4094911623520110930,0,0,0,10.81807432,5.658078618,0.605582829,60.69265776,22.14677321,0,0,0.078833268
NV4104711697720110930,0,0,0,0,0,0,10.81860349,89.18139651,0,0,0
NV4109711741020110930,0,0.005373359,0,0,0,0,1.755297236,98.2393294,0,0,0
NV4113811772720110930,0,0.064465296,0,0,0.007162811,0,3.966406418,95.93152353,0,0,0.030441945
NV4121211745020110930,0,0.007165505,0,0,0,0,8.894183401,91.09865109,0,0,0
NV4160111751620110930,0,0.098506286,0,1.210731812,1.03521152,1.636995379,46.76541176,49.25314325,0,0,0
AZ3598411202120111001,0,0.737901637,1.9754988,0,83.05154565,0,13.8052083,0.413726403,0,0,0.016119211
CA3309811647820111001,0,2.545454545,0.644872369,0,0.465741155,0.035826243,49.82534707,45.44021496,0,0,1.042543663
ID4285511571220111001,0,0.437064503,0.012538736,0,0,0,8.791445,82.5066724,1.689146829,6.20667419,0.356458345
MT4550311253520111001,0,0.979847738,0,0,2.611733094,0,22.97716077,73.4312584,0,0,0
MT4827710886020111001,0.068067423,0.005373744,0,0,0,0,8.906084869,59.05028033,0.00895624,31.10681212,0.854425278
NV4129511728720111001,0,0,0,0,0,0,34.68316796,65.31683204,0,0,0
